locus,alleles,trait_type,phenocode,pheno_sex,coding,modifier,pop,description,Pvalue
X:153764217,"[""C"",""T""]",categorical,20003,both_sexes,1140866738,NA,EUR,Treatment/medication code,0.7861
X:153764217,"[""C"",""T""]",categorical,20003,both_sexes,1140871310,NA,EUR,Treatment/medication code,0.51869
X:153764217,"[""C"",""T""]",categorical,20003,both_sexes,1140879802,NA,EUR,Treatment/medication code,0.55106
X:153764217,"[""C"",""T""]",categorical,20003,both_sexes,1140923346,NA,EUR,Treatment/medication code,0.45198
X:153764217,"[""C"",""T""]",categorical,20003,both_sexes,1141191044,NA,EUR,Treatment/medication code,0.34609
X:153764217,"[""C"",""T""]",categorical,20003,both_sexes,1141194794,NA,EUR,Treatment/medication code,0.88007
X:153764217,"[""C"",""T""]",categorical,20004,both_sexes,1477,NA,EUR,Operation code,0.027938
X:153764217,"[""C"",""T""]",categorical,20004,both_sexes,1478,NA,AFR,Operation code,0.22457
X:153764217,"[""C"",""T""]",categorical,20004,both_sexes,1478,NA,EUR,Operation code,0.34361
X:153764217,"[""C"",""T""]",categorical,20004,both_sexes,1479,NA,AFR,Operation code,0.41058
X:153764217,"[""C"",""T""]",categorical,20004,both_sexes,1480,NA,AFR,Operation code,0.97704
X:153764217,"[""C"",""T""]",categorical,2010,both_sexes,2010,NA,EUR,Suffer from 'nerves',0.30176
X:153764217,"[""C"",""T""]",categorical,20107,both_sexes,1,NA,AFR,Illnesses of father,0.46634
X:153764217,"[""C"",""T""]",categorical,20107,both_sexes,1,NA,EUR,Illnesses of father,0.93397
X:153764217,"[""C"",""T""]",categorical,20107,both_sexes,100,NA,EUR,Illnesses of father,0.98754
X:153764217,"[""C"",""T""]",categorical,20107,both_sexes,101,NA,AFR,Illnesses of father,0.27287
X:153764217,"[""C"",""T""]",categorical,20107,both_sexes,101,NA,EUR,Illnesses of father,0.64805
X:153764217,"[""C"",""T""]",categorical,20107,both_sexes,3,NA,AFR,Illnesses of father,0.86939
X:153764217,"[""C"",""T""]",categorical,20107,both_sexes,3,NA,EUR,Illnesses of father,0.27037
X:153764217,"[""C"",""T""]",categorical,20107,both_sexes,9,NA,EUR,Illnesses of father,0.10201
X:153764217,"[""C"",""T""]",categorical,20110,both_sexes,100,NA,AFR,Illnesses of mother,0.99545
X:153764217,"[""C"",""T""]",categorical,20110,both_sexes,100,NA,EUR,Illnesses of mother,0.38471
X:153764217,"[""C"",""T""]",categorical,20110,both_sexes,8,NA,AFR,Illnesses of mother,0.54367
X:153764217,"[""C"",""T""]",categorical,20110,both_sexes,8,NA,EUR,Illnesses of mother,0.54311
X:153764217,"[""C"",""T""]",categorical,20110,both_sexes,9,NA,AFR,Illnesses of mother,0.19253
X:153764217,"[""C"",""T""]",categorical,20110,both_sexes,9,NA,EUR,Illnesses of mother,0.32038
X:153764217,"[""C"",""T""]",categorical,20111,both_sexes,1,NA,AFR,Illnesses of siblings,0.5978
X:153764217,"[""C"",""T""]",categorical,20111,both_sexes,1,NA,EUR,Illnesses of siblings,0.76338
X:153764217,"[""C"",""T""]",categorical,20111,both_sexes,100,NA,EUR,Illnesses of siblings,0.31217
X:153764217,"[""C"",""T""]",categorical,20111,both_sexes,101,NA,AFR,Illnesses of siblings,0.75692
X:153764217,"[""C"",""T""]",categorical,20111,both_sexes,101,NA,EUR,Illnesses of siblings,0.11575
X:153764217,"[""C"",""T""]",categorical,20116,both_sexes,0,NA,AFR,Smoking status,0.54789
X:153764217,"[""C"",""T""]",categorical,20116,both_sexes,0,NA,EUR,Smoking status,0.81
X:153764217,"[""C"",""T""]",categorical,20116,both_sexes,1,NA,AFR,Smoking status,0.50492
X:153764217,"[""C"",""T""]",categorical,20116,both_sexes,1,NA,EUR,Smoking status,0.34167
X:153764217,"[""C"",""T""]",categorical,20116,both_sexes,2,NA,AFR,Smoking status,0.94754
X:153764217,"[""C"",""T""]",categorical,20116,both_sexes,2,NA,EUR,Smoking status,0.054738
X:153764217,"[""C"",""T""]",categorical,20116,both_sexes,2,NA,MID,Smoking status,0.13972
X:153764217,"[""C"",""T""]",categorical,20117,both_sexes,0,NA,AFR,Alcohol drinker status,0.26004
X:153764217,"[""C"",""T""]",categorical,20117,both_sexes,0,NA,EUR,Alcohol drinker status,0.98213
X:153764217,"[""C"",""T""]",categorical,20117,both_sexes,0,NA,MID,Alcohol drinker status,0.59865
X:153764217,"[""C"",""T""]",categorical,20117,both_sexes,1,NA,EUR,Alcohol drinker status,0.63321
X:153764217,"[""C"",""T""]",categorical,20117,both_sexes,1,NA,MID,Alcohol drinker status,0.87625
X:153764217,"[""C"",""T""]",categorical,20117,both_sexes,2,NA,AFR,Alcohol drinker status,0.1877
X:153764217,"[""C"",""T""]",categorical,20117,both_sexes,2,NA,EUR,Alcohol drinker status,0.73795
X:153764217,"[""C"",""T""]",categorical,20117,both_sexes,2,NA,MID,Alcohol drinker status,0.66428
X:153764217,"[""C"",""T""]",categorical,20160,both_sexes,20160,NA,AFR,Ever smoked,0.35498
X:153764217,"[""C"",""T""]",categorical,20160,both_sexes,20160,NA,EUR,Ever smoked,0.47872
X:153764217,"[""C"",""T""]",categorical,2020,both_sexes,2020,NA,AFR,"Loneliness, isolation",0.34171
X:153764217,"[""C"",""T""]",categorical,2020,both_sexes,2020,NA,EUR,"Loneliness, isolation",0.61174
X:153764217,"[""C"",""T""]",categorical,2040,both_sexes,2040,NA,EUR,Risk taking,0.58209
X:153764217,"[""C"",""T""]",categorical,2129,both_sexes,2129,NA,EUR,Answered sexual history questions,0.26988
X:153764217,"[""C"",""T""]",categorical,2129,both_sexes,2129,NA,MID,Answered sexual history questions,0.14429
X:153764217,"[""C"",""T""]",categorical,2188,both_sexes,2188,NA,EUR,"Long-standing illness, disability or infirmity",0.40845
X:153764217,"[""C"",""T""]",categorical,2207,both_sexes,2207,NA,EUR,Wears glasses or contact lenses,0.55898
X:153764217,"[""C"",""T""]",categorical,2207,both_sexes,2207,NA,MID,Wears glasses or contact lenses,0.75034
X:153764217,"[""C"",""T""]",categorical,2257,both_sexes,2257,NA,EUR,Hearing difficulty/problems with background noise,0.31417
X:153764217,"[""C"",""T""]",categorical,2316,both_sexes,2316,NA,EUR,Wheeze or whistling in the chest in last year,0.50712
X:153764217,"[""C"",""T""]",categorical,2316,both_sexes,2316,NA,MID,Wheeze or whistling in the chest in last year,0.77344
X:153764217,"[""C"",""T""]",categorical,2335,both_sexes,2335,NA,EUR,Chest pain or discomfort,0.91364
X:153764217,"[""C"",""T""]",categorical,2473,both_sexes,2473,NA,EUR,Other serious medical condition/disability diagnosed by doctor,0.86574
X:153764217,"[""C"",""T""]",categorical,3393,both_sexes,3393,NA,EUR,Hearing aid user,0.65698
X:153764217,"[""C"",""T""]",categorical,3571,both_sexes,3571,NA,EUR,Back pain for 3+ months,0.547
X:153764217,"[""C"",""T""]",categorical,41232,both_sexes,10,NA,EUR,Administrative and legal statuses,0.758
X:153764217,"[""C"",""T""]",categorical,41244,both_sexes,100,NA,EUR,Intended management of patient (recoded),0.8889
X:153764217,"[""C"",""T""]",categorical,41245,both_sexes,1070,NA,EUR,Main speciality of consultant (recoded),0.80648
X:153764217,"[""C"",""T""]",categorical,41245,both_sexes,1280,NA,EUR,Main speciality of consultant (recoded),0.10839
X:153764217,"[""C"",""T""]",categorical,41246,both_sexes,1160,NA,EUR,Treatment speciality of consultant (recoded),0.51518
X:153764217,"[""C"",""T""]",categorical,41246,both_sexes,1480,NA,EUR,Treatment speciality of consultant (recoded),0.030742
X:153764217,"[""C"",""T""]",categorical,41247,both_sexes,2000,NA,EUR,Patient classification on admission (recoded),0.43869
X:153764217,"[""C"",""T""]",categorical,41247,both_sexes,2000,NA,MID,Patient classification on admission (recoded),0.02825
X:153764217,"[""C"",""T""]",categorical,41248,both_sexes,1000,NA,EUR,Destinations on discharge from hospital (recoded),0.20038
X:153764217,"[""C"",""T""]",categorical,41249,both_sexes,2002,NA,EUR,Methods of admission to hospital (recoded),0.098324
X:153764217,"[""C"",""T""]",categorical,41250,both_sexes,1000,NA,EUR,Methods of discharge from hospital (recoded),0.20376
X:153764217,"[""C"",""T""]",categorical,41250,both_sexes,1000,NA,MID,Methods of discharge from hospital (recoded),0.39418
X:153764217,"[""C"",""T""]",categorical,41251,both_sexes,1000,NA,EUR,Sources of admission to hospital (recoded),0.14153
X:153764217,"[""C"",""T""]",categorical,4293,both_sexes,3,NA,EUR,PM: final answer,0.054666
X:153764217,"[""C"",""T""]",categorical,4294,both_sexes,0,NA,EUR,Final attempt correct,0.054532
X:153764217,"[""C"",""T""]",categorical,4957,both_sexes,4957,NA,EUR,FI3 : word interpolation,0.0025253
X:153764217,"[""C"",""T""]",categorical,5556,both_sexes,5556,NA,AFR,FI9 : concept interpolation,0.4123
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,100,NA,AFR,Qualifications,0.28281
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,100,NA,EUR,Qualifications,0.76471
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,100,NA,MID,Qualifications,0.6898
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,2,NA,EUR,Qualifications,0.65662
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,3,NA,EUR,Qualifications,0.29905
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,3,NA,MID,Qualifications,0.84564
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,4,NA,AFR,Qualifications,0.76266
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,4,NA,EUR,Qualifications,0.028579
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,5,NA,EUR,Qualifications,0.99976
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,6,NA,EUR,Qualifications,0.80561
X:153764217,"[""C"",""T""]",categorical,6138,both_sexes,6,NA,MID,Qualifications,0.76956
X:153764217,"[""C"",""T""]",categorical,6141,both_sexes,1,NA,EUR,How are people in household related to participant,0.60941
X:153764217,"[""C"",""T""]",categorical,6141,both_sexes,2,NA,EUR,How are people in household related to participant,0.18831
X:153764217,"[""C"",""T""]",categorical,6141,both_sexes,2,NA,MID,How are people in household related to participant,0.91631
X:153764217,"[""C"",""T""]",categorical,6142,both_sexes,4,NA,EUR,Current employment status,0.50482
X:153764217,"[""C"",""T""]",categorical,6143,both_sexes,3,NA,EUR,Transport type for commuting to job workplace,0.097732
X:153764217,"[""C"",""T""]",categorical,6144,both_sexes,5,NA,EUR,"Never eat eggs, dairy, wheat, sugar",0.16255
X:153764217,"[""C"",""T""]",categorical,6145,both_sexes,1,NA,EUR,"Illness, injury, bereavement, stress in last 2 years",0.9317
X:153764217,"[""C"",""T""]",categorical,6145,both_sexes,1,NA,MID,"Illness, injury, bereavement, stress in last 2 years",0.69821
X:153764217,"[""C"",""T""]",categorical,6145,both_sexes,6,NA,EUR,"Illness, injury, bereavement, stress in last 2 years",0.17342
X:153764217,"[""C"",""T""]",categorical,6149,both_sexes,100,NA,EUR,Mouth/teeth dental problems,0.12185
X:153764217,"[""C"",""T""]",categorical,6149,both_sexes,3,NA,EUR,Mouth/teeth dental problems,0.34219
X:153764217,"[""C"",""T""]",categorical,6149,both_sexes,4,NA,MID,Mouth/teeth dental problems,0.46424
X:153764217,"[""C"",""T""]",categorical,6149,both_sexes,6,NA,EUR,Mouth/teeth dental problems,0.609
X:153764217,"[""C"",""T""]",categorical,6150,both_sexes,100,NA,EUR,Vascular/heart problems diagnosed by doctor,0.23999
X:153764217,"[""C"",""T""]",categorical,6150,both_sexes,4,NA,EUR,Vascular/heart problems diagnosed by doctor,0.16196
X:153764217,"[""C"",""T""]",categorical,6151,both_sexes,7,NA,AFR,Fractured bone site(s),0.24076
X:153764217,"[""C"",""T""]",categorical,6152,both_sexes,100,NA,EUR,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",0.38467
X:153764217,"[""C"",""T""]",categorical,6152,both_sexes,8,NA,EUR,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",0.98948
X:153764217,"[""C"",""T""]",categorical,6154,both_sexes,100,NA,EUR,"Medication for pain relief, constipation, heartburn",0.54325
X:153764217,"[""C"",""T""]",categorical,6154,both_sexes,100,NA,MID,"Medication for pain relief, constipation, heartburn",0.19634
X:153764217,"[""C"",""T""]",categorical,6154,both_sexes,2,NA,EUR,"Medication for pain relief, constipation, heartburn",0.8741
X:153764217,"[""C"",""T""]",categorical,6154,both_sexes,3,NA,EUR,"Medication for pain relief, constipation, heartburn",0.96317
X:153764217,"[""C"",""T""]",categorical,6154,both_sexes,5,NA,EUR,"Medication for pain relief, constipation, heartburn",0.85088
X:153764217,"[""C"",""T""]",categorical,6155,both_sexes,100,NA,EUR,Vitamin and mineral supplements,0.63457
X:153764217,"[""C"",""T""]",categorical,6159,both_sexes,100,NA,EUR,Pain type(s) experienced in last month,0.80266
X:153764217,"[""C"",""T""]",categorical,6159,both_sexes,7,NA,EUR,Pain type(s) experienced in last month,0.67042
X:153764217,"[""C"",""T""]",categorical,6159,both_sexes,7,NA,MID,Pain type(s) experienced in last month,0.049236
X:153764217,"[""C"",""T""]",categorical,6160,both_sexes,1,NA,AFR,Leisure/social activities,0.5408
X:153764217,"[""C"",""T""]",categorical,6160,both_sexes,1,NA,EUR,Leisure/social activities,0.67624
X:153764217,"[""C"",""T""]",categorical,6160,both_sexes,100,NA,AFR,Leisure/social activities,0.47188
X:153764217,"[""C"",""T""]",categorical,6160,both_sexes,100,NA,EUR,Leisure/social activities,0.022807
X:153764217,"[""C"",""T""]",categorical,6160,both_sexes,100,NA,MID,Leisure/social activities,0.19126
X:153764217,"[""C"",""T""]",categorical,6160,both_sexes,4,NA,EUR,Leisure/social activities,0.64821
X:153764217,"[""C"",""T""]",categorical,6160,both_sexes,5,NA,EUR,Leisure/social activities,0.45054
X:153764217,"[""C"",""T""]",categorical,6160,both_sexes,5,NA,MID,Leisure/social activities,0.99718
X:153764217,"[""C"",""T""]",categorical,6162,both_sexes,1,NA,EUR,Types of transport used (excluding work),0.59008
X:153764217,"[""C"",""T""]",categorical,6162,both_sexes,1,NA,MID,Types of transport used (excluding work),0.13033
X:153764217,"[""C"",""T""]",categorical,6162,both_sexes,2,NA,EUR,Types of transport used (excluding work),0.8761
X:153764217,"[""C"",""T""]",categorical,6162,both_sexes,3,NA,EUR,Types of transport used (excluding work),0.77738
X:153764217,"[""C"",""T""]",categorical,6162,both_sexes,3,NA,MID,Types of transport used (excluding work),0.80628
X:153764217,"[""C"",""T""]",categorical,6164,both_sexes,100,NA,EUR,Types of physical activity in last 4 weeks,0.42519
X:153764217,"[""C"",""T""]",categorical,6164,both_sexes,100,NA,MID,Types of physical activity in last 4 weeks,0.43976
X:153764217,"[""C"",""T""]",categorical,6164,both_sexes,2,NA,EUR,Types of physical activity in last 4 weeks,0.82435
X:153764217,"[""C"",""T""]",categorical,6164,both_sexes,5,NA,EUR,Types of physical activity in last 4 weeks,0.22232
X:153764217,"[""C"",""T""]",categorical,6179,both_sexes,1,NA,EUR,Mineral and other dietary supplements,0.77128
X:153764217,"[""C"",""T""]",categorical,6179,both_sexes,1,NA,MID,Mineral and other dietary supplements,0.24735
X:153764217,"[""C"",""T""]",categorical,6179,both_sexes,100,NA,EUR,Mineral and other dietary supplements,0.89342
X:153764217,"[""C"",""T""]",categorical,6179,both_sexes,100,NA,MID,Mineral and other dietary supplements,0.80282
X:153764217,"[""C"",""T""]",categorical,670,both_sexes,1,NA,EUR,Type of accommodation lived in,0.79368
X:153764217,"[""C"",""T""]",categorical,670,both_sexes,1,NA,MID,Type of accommodation lived in,0.78603
X:153764217,"[""C"",""T""]",categorical,670,both_sexes,2,NA,EUR,Type of accommodation lived in,0.9594
X:153764217,"[""C"",""T""]",categorical,670,both_sexes,2,NA,MID,Type of accommodation lived in,0.90998
X:153764217,"[""C"",""T""]",categorical,680,both_sexes,3,NA,EUR,Own or rent accommodation lived in,0.52224
X:153764217,"[""C"",""T""]",categorical,680,both_sexes,3,NA,MID,Own or rent accommodation lived in,0.32616
X:153764217,"[""C"",""T""]",continuous,102,both_sexes,NA,irnt,EUR,"Pulse rate, automated reading",0.32794
X:153764217,"[""C"",""T""]",continuous,1050,both_sexes,NA,NA,EUR,Time spend outdoors in summer,0.14072
X:153764217,"[""C"",""T""]",continuous,1110,both_sexes,NA,NA,EUR,Length of mobile phone use,0.34576
X:153764217,"[""C"",""T""]",continuous,1110,both_sexes,NA,NA,MID,Length of mobile phone use,0.51213
X:153764217,"[""C"",""T""]",continuous,1120,both_sexes,NA,NA,EUR,Weekly usage of mobile phone in last 3 months,0.1084
X:153764217,"[""C"",""T""]",continuous,1140,both_sexes,NA,NA,EUR,Difference in mobile phone use compared to two years previously,0.95964
X:153764217,"[""C"",""T""]",continuous,1160,both_sexes,NA,NA,EUR,Sleep duration,0.90814
X:153764217,"[""C"",""T""]",continuous,1160,both_sexes,NA,NA,MID,Sleep duration,0.32752
X:153764217,"[""C"",""T""]",continuous,1180,both_sexes,NA,NA,EUR,Morning/evening person (chronotype),0.015725
X:153764217,"[""C"",""T""]",continuous,1180,both_sexes,NA,NA,MID,Morning/evening person (chronotype),0.93062
X:153764217,"[""C"",""T""]",continuous,1239,both_sexes,NA,NA,AFR,Current tobacco smoking,0.97357
X:153764217,"[""C"",""T""]",continuous,1239,both_sexes,NA,NA,EUR,Current tobacco smoking,0.071328
X:153764217,"[""C"",""T""]",continuous,1239,both_sexes,NA,NA,MID,Current tobacco smoking,0.049843
X:153764217,"[""C"",""T""]",continuous,1249,both_sexes,NA,NA,AFR,Past tobacco smoking,0.65936
X:153764217,"[""C"",""T""]",continuous,1249,both_sexes,NA,NA,EUR,Past tobacco smoking,0.47148
X:153764217,"[""C"",""T""]",continuous,1259,both_sexes,NA,NA,AFR,Smoking/smokers in household,0.06911
X:153764217,"[""C"",""T""]",continuous,1259,both_sexes,NA,NA,EUR,Smoking/smokers in household,0.75795
X:153764217,"[""C"",""T""]",continuous,1289,both_sexes,NA,NA,EUR,Cooked vegetable intake,0.79788
X:153764217,"[""C"",""T""]",continuous,1299,both_sexes,NA,NA,EUR,Salad / raw vegetable intake,0.49659
X:153764217,"[""C"",""T""]",continuous,1299,both_sexes,NA,NA,MID,Salad / raw vegetable intake,0.99048
X:153764217,"[""C"",""T""]",continuous,1329,both_sexes,NA,NA,EUR,Oily fish intake,0.75357
X:153764217,"[""C"",""T""]",continuous,1339,both_sexes,NA,NA,EUR,Non-oily fish intake,0.38412
X:153764217,"[""C"",""T""]",continuous,1349,both_sexes,NA,NA,EUR,Processed meat intake,0.50067
X:153764217,"[""C"",""T""]",continuous,1349,both_sexes,NA,NA,MID,Processed meat intake,0.65584
X:153764217,"[""C"",""T""]",continuous,135,both_sexes,NA,NA,EUR,Number of self-reported non-cancer illnesses,0.89203
X:153764217,"[""C"",""T""]",continuous,135,both_sexes,NA,NA,MID,Number of self-reported non-cancer illnesses,0.55307
X:153764217,"[""C"",""T""]",continuous,1408,both_sexes,NA,NA,EUR,Cheese intake,0.13097
X:153764217,"[""C"",""T""]",continuous,1438,both_sexes,NA,irnt,EUR,Bread intake,0.53325
X:153764217,"[""C"",""T""]",continuous,1478,both_sexes,NA,NA,EUR,Salt added to food,0.50087
X:153764217,"[""C"",""T""]",continuous,1488,both_sexes,NA,irnt,EUR,Tea intake,0.29362
X:153764217,"[""C"",""T""]",continuous,1488,both_sexes,NA,irnt,MID,Tea intake,0.57872
X:153764217,"[""C"",""T""]",continuous,1498,both_sexes,NA,NA,EUR,Coffee intake,0.37389
X:153764217,"[""C"",""T""]",continuous,1548,both_sexes,NA,NA,EUR,Variation in diet,0.30983
X:153764217,"[""C"",""T""]",continuous,1548,both_sexes,NA,NA,MID,Variation in diet,0.5472
X:153764217,"[""C"",""T""]",continuous,1588,both_sexes,NA,NA,EUR,Average weekly beer plus cider intake,0.87944
X:153764217,"[""C"",""T""]",continuous,1697,both_sexes,NA,NA,EUR,Comparative height size at age 10,0.16766
X:153764217,"[""C"",""T""]",continuous,1717,both_sexes,NA,NA,EUR,Skin colour,0.83337
X:153764217,"[""C"",""T""]",continuous,1717,both_sexes,NA,NA,MID,Skin colour,0.37238
X:153764217,"[""C"",""T""]",continuous,1757,both_sexes,NA,NA,EUR,Facial ageing,0.60265
X:153764217,"[""C"",""T""]",continuous,20010,both_sexes,NA,irnt,EUR,Interpolated Year when operation took place,0.571
X:153764217,"[""C"",""T""]",continuous,20015,both_sexes,NA,irnt,AFR,Sitting height,0.9523
X:153764217,"[""C"",""T""]",continuous,20016,both_sexes,NA,irnt,EUR,Fluid intelligence score,0.046926
X:153764217,"[""C"",""T""]",continuous,20022,both_sexes,NA,irnt,AFR,Birth weight,0.57908
X:153764217,"[""C"",""T""]",continuous,20022,both_sexes,NA,irnt,EUR,Birth weight,0.87833
X:153764217,"[""C"",""T""]",continuous,20023,both_sexes,NA,irnt,EUR,Mean time to correctly identify matches,0.68294
X:153764217,"[""C"",""T""]",continuous,20153,both_sexes,NA,irnt,EUR,"Forced expiratory volume in 1-second (FEV1), predicted",0.23004
X:153764217,"[""C"",""T""]",continuous,20409,both_sexes,NA,NA,AFR,Frequency of feeling guilt or remorse after drinking alcohol in last year,0.52366
X:153764217,"[""C"",""T""]",continuous,20409,both_sexes,NA,NA,EUR,Frequency of feeling guilt or remorse after drinking alcohol in last year,0.20602
X:153764217,"[""C"",""T""]",continuous,20485,both_sexes,NA,NA,EUR,Ever contemplated self-harm,0.43941
X:153764217,"[""C"",""T""]",continuous,20498,both_sexes,NA,NA,EUR,Felt very upset when reminded of stressful experience in past month,0.16829
X:153764217,"[""C"",""T""]",continuous,20508,both_sexes,NA,NA,EUR,Recent trouble concentrating on things,0.070479
X:153764217,"[""C"",""T""]",continuous,20515,both_sexes,NA,NA,EUR,Recent trouble relaxing,0.68047
X:153764217,"[""C"",""T""]",continuous,20519,both_sexes,NA,NA,EUR,Recent feelings of tiredness or low energy,0.13254
X:153764217,"[""C"",""T""]",continuous,20520,both_sexes,NA,NA,EUR,Recent worrying too much about different things,0.99052
X:153764217,"[""C"",""T""]",continuous,21001,both_sexes,NA,irnt,AFR,Body mass index (BMI),0.76653
X:153764217,"[""C"",""T""]",continuous,21001,both_sexes,NA,irnt,EUR,Body mass index (BMI),0.559
X:153764217,"[""C"",""T""]",continuous,21001,both_sexes,NA,irnt,MID,Body mass index (BMI),0.13508
X:153764217,"[""C"",""T""]",continuous,21002,both_sexes,NA,irnt,AFR,Weight,0.85898
X:153764217,"[""C"",""T""]",continuous,21002,both_sexes,NA,irnt,EUR,Weight,0.42761
X:153764217,"[""C"",""T""]",continuous,21002,both_sexes,NA,irnt,MID,Weight,0.11807
X:153764217,"[""C"",""T""]",continuous,2139,both_sexes,NA,irnt,EUR,Age first had sexual intercourse,0.38539
X:153764217,"[""C"",""T""]",continuous,2178,both_sexes,NA,NA,EUR,Overall health rating,0.91104
X:153764217,"[""C"",""T""]",continuous,2178,both_sexes,NA,NA,MID,Overall health rating,0.41052
X:153764217,"[""C"",""T""]",continuous,2217,both_sexes,NA,irnt,EUR,Age started wearing glasses or contact lenses,0.78877
X:153764217,"[""C"",""T""]",continuous,2237,both_sexes,NA,NA,EUR,Plays computer games,0.33586
X:153764217,"[""C"",""T""]",continuous,2267,both_sexes,NA,NA,AFR,Use of sun/uv protection,0.84575
X:153764217,"[""C"",""T""]",continuous,2267,both_sexes,NA,NA,EUR,Use of sun/uv protection,0.64246
X:153764217,"[""C"",""T""]",continuous,2267,both_sexes,NA,NA,MID,Use of sun/uv protection,0.17226
X:153764217,"[""C"",""T""]",continuous,2277,both_sexes,NA,NA,EUR,Frequency of solarium/sunlamp use,0.67597
X:153764217,"[""C"",""T""]",continuous,23098,both_sexes,NA,irnt,AFR,Weight,0.99485
X:153764217,"[""C"",""T""]",continuous,23098,both_sexes,NA,irnt,EUR,Weight,0.43888
X:153764217,"[""C"",""T""]",continuous,23099,both_sexes,NA,irnt,AFR,Body fat percentage,0.94011
X:153764217,"[""C"",""T""]",continuous,23099,both_sexes,NA,irnt,EUR,Body fat percentage,0.14809
X:153764217,"[""C"",""T""]",continuous,23099,both_sexes,NA,irnt,MID,Body fat percentage,0.39885
X:153764217,"[""C"",""T""]",continuous,23100,both_sexes,NA,irnt,AFR,Whole body fat mass,0.95167
X:153764217,"[""C"",""T""]",continuous,23100,both_sexes,NA,irnt,EUR,Whole body fat mass,0.16772
X:153764217,"[""C"",""T""]",continuous,23100,both_sexes,NA,irnt,MID,Whole body fat mass,0.1868
X:153764217,"[""C"",""T""]",continuous,23101,both_sexes,NA,irnt,AFR,Whole body fat-free mass,0.78335
X:153764217,"[""C"",""T""]",continuous,23101,both_sexes,NA,irnt,EUR,Whole body fat-free mass,0.96059
X:153764217,"[""C"",""T""]",continuous,23102,both_sexes,NA,irnt,AFR,Whole body water mass,0.87964
X:153764217,"[""C"",""T""]",continuous,23102,both_sexes,NA,irnt,EUR,Whole body water mass,0.95355
X:153764217,"[""C"",""T""]",continuous,23104,both_sexes,NA,irnt,EUR,Body mass index (BMI),0.51247
X:153764217,"[""C"",""T""]",continuous,23104,both_sexes,NA,irnt,MID,Body mass index (BMI),0.14123
X:153764217,"[""C"",""T""]",continuous,23105,both_sexes,NA,irnt,AFR,Basal metabolic rate,0.92504
X:153764217,"[""C"",""T""]",continuous,23105,both_sexes,NA,irnt,EUR,Basal metabolic rate,0.77978
X:153764217,"[""C"",""T""]",continuous,23106,both_sexes,NA,irnt,AFR,Impedance of whole body,0.94389
X:153764217,"[""C"",""T""]",continuous,23106,both_sexes,NA,irnt,EUR,Impedance of whole body,0.25378
X:153764217,"[""C"",""T""]",continuous,23107,both_sexes,NA,irnt,AFR,Impedance of leg (right),0.49084
X:153764217,"[""C"",""T""]",continuous,23107,both_sexes,NA,irnt,EUR,Impedance of leg (right),0.96197
X:153764217,"[""C"",""T""]",continuous,23108,both_sexes,NA,irnt,AFR,Impedance of leg (left),0.32642
X:153764217,"[""C"",""T""]",continuous,23108,both_sexes,NA,irnt,EUR,Impedance of leg (left),0.80622
X:153764217,"[""C"",""T""]",continuous,23109,both_sexes,NA,irnt,AFR,Impedance of arm (right),0.81189
X:153764217,"[""C"",""T""]",continuous,23109,both_sexes,NA,irnt,EUR,Impedance of arm (right),0.035952
X:153764217,"[""C"",""T""]",continuous,23110,both_sexes,NA,irnt,AFR,Impedance of arm (left),0.7331
X:153764217,"[""C"",""T""]",continuous,23110,both_sexes,NA,irnt,EUR,Impedance of arm (left),0.03175
X:153764217,"[""C"",""T""]",continuous,23111,both_sexes,NA,irnt,EUR,Leg fat percentage (right),0.32241
X:153764217,"[""C"",""T""]",continuous,23111,both_sexes,NA,irnt,MID,Leg fat percentage (right),0.16083
X:153764217,"[""C"",""T""]",continuous,23112,both_sexes,NA,irnt,EUR,Leg fat mass (right),0.29552
X:153764217,"[""C"",""T""]",continuous,23112,both_sexes,NA,irnt,MID,Leg fat mass (right),0.081252
X:153764217,"[""C"",""T""]",continuous,23113,both_sexes,NA,irnt,AFR,Leg fat-free mass (right),0.67942
X:153764217,"[""C"",""T""]",continuous,23113,both_sexes,NA,irnt,EUR,Leg fat-free mass (right),0.43349
X:153764217,"[""C"",""T""]",continuous,23114,both_sexes,NA,irnt,AFR,Leg predicted mass (right),0.68468
X:153764217,"[""C"",""T""]",continuous,23114,both_sexes,NA,irnt,EUR,Leg predicted mass (right),0.45129
X:153764217,"[""C"",""T""]",continuous,23115,both_sexes,NA,irnt,EUR,Leg fat percentage (left),0.4145
X:153764217,"[""C"",""T""]",continuous,23115,both_sexes,NA,irnt,MID,Leg fat percentage (left),0.12997
